,Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP.1,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
82,83,Preston Medlin\preston-medlin-1,SO,2011-12,G,Utah State,WAC,37,1302,35.2,5.5,11.1,2.9,5.1,2.6,6,3.4,4.2,0.1,4.3,4.4,3.4,0.7,0.1,2,1.5,17
89,90,Jordan Taylor\jordan-taylor-1,SR,2011-12,G,Wisconsin,Big Ten,36,1297,36,4.6,11.5,2.8,6.6,1.8,4.9,3.8,4.8,0.9,2.9,3.8,4.1,1,0,1.6,2,14.8
114,114,Reggie Hamilton\reggie-hamilton-1,SR,2011-12,G,Oakland,Summit,36,1284,35.7,7.8,17.5,4.5,9.7,3.3,7.8,7.3,8.3,0.7,3.1,3.8,5.1,2,0.1,3.7,2.8,26.2
123,123,Anthony Davis\anthony-davis-5,FR,2011-12,F,Kentucky,SEC,40,1281,32,5.3,8.4,5.2,7.9,0.1,0.5,3.6,5.1,3,7.4,10.4,1.3,1.4,4.7,1,2,14.2
2248,2247,Brian Barbour\brian-barbour-1,JR,2011-12,G,Columbia,Ivy,30,1068,35.6,4.7,11.9,3.5,8.2,1.2,3.7,4.9,5.4,0.5,2.2,2.8,4.4,1,0.1,2.3,1.5,15.5
2246,2245,C.J. Aiken\cj-aiken-1,SO,2011-12,F,Saint Joseph's,A-10,34,1068,31.4,4.2,7.8,3.3,5,0.9,2.8,1.7,2.4,0.9,4.1,5.1,1.2,0.4,3.5,1.1,1.4,10.9
147,147,Darrion Pellum\darrion-pellum-1,SR,2011-12,G,Hampton,MEAC,33,1272,38.5,5.9,16.4,3.8,9.1,2.2,7.4,4.2,5.6,0.6,3.6,4.2,1.7,1.2,0.3,3.2,2,18.3
2243,2242,Garrett Sim\garrett-sim-1,SR,2011-12,G,Oregon,Pac-12,34,1069,31.4,4.1,8.5,2,3.9,2.1,4.6,1.8,2.1,0.4,2.1,2.5,2.7,1,0.2,1.8,1.3,12.2
385,384,Marcus Denmon\marcus-denmon-1,SR,2011-12,G,Missouri,Big 12,35,1212,34.6,5.7,12.4,2.9,5.5,2.8,6.9,3.4,3.8,1,4,5,2.1,1.5,0,1.2,1,17.7
404,403,J'Covan Brown\jcovan-brown-1,JR,2011-12,G,Texas,Big 12,34,1209,35.6,6.6,15.7,4.2,9.4,2.4,6.4,4.6,5.4,0.9,2.5,3.4,3.8,1.2,0.1,2.7,1.9,20.1
407,406,Jake Gollon\jake-gollon-1,SO,2011-12,F,Mercer,A-Sun,38,1209,31.8,3.6,7.6,2.9,5.8,0.7,1.8,2.6,3.1,1.6,4.3,5.9,3.3,1.6,0.4,3.1,2.7,10.5
408,407,Chase Simon\chase-simon-1,SR,2011-12,G,Detroit Mercy,Horizon,36,1209,33.6,4.3,11.6,2.9,7.3,1.4,4.4,3.3,4.3,1.6,2.8,4.4,2.4,1.1,0.2,2.7,2.7,13.3
2102,2101,Nick Williams\nick-williams-2,JR,2011-12,G,Mississippi,SEC,34,1077,31.7,3.8,9.2,2.7,5.8,1.1,3.5,1.4,1.8,0.8,2.7,3.4,1.1,0.8,0.1,1.4,1.6,10.1
413,412,Hernst Laroche\hernst-laroche-1,SR,2011-12,G,New Mexico State,WAC,36,1208,33.6,3.6,8.1,2.4,4.9,1.3,3.2,3.3,4.6,0.5,2.4,2.9,3.8,1.8,0.1,2.3,2.2,11.9
2096,2095,Chris McEachin\chris-mceachin-1,SR,2011-12,G,Norfolk State,MEAC,36,1077,29.9,4.3,11,2.2,4.8,2.1,6.1,2.1,2.8,0.7,2.2,2.9,1.2,1.3,0.6,2,2.5,12.8
2094,2093,Terrence Joyner\terrence-joyner-1,SR,2011-12,G,Mississippi Valley State,SWAC,34,1077,31.7,4.3,10.7,2.3,5.1,2,5.5,2.2,3.6,1.3,2.1,3.4,2.6,1.3,0.1,2.2,2.6,12.9
425,424,Steven Shepp\steven-shepp-1,SR,2011-12,G,Fresno State,WAC,33,1207,36.6,1.9,5.5,1.1,2.5,0.9,3.1,0.9,1.4,0.5,2.4,2.8,5,1.4,0.4,2,2.2,5.6
2087,2086,Jason Clark\jason-clark-1,SR,2011-12,G,Georgetown,Big East,33,1077,32.6,4.8,10.1,3.4,5.6,1.5,4.5,2.9,3.9,0.9,3.2,4.1,1.8,1.6,0.3,2.3,2,14
438,437,Kevin Olekaibe\kevin-olekaibe-1,SO,2011-12,G,Fresno State,WAC,33,1205,36.5,5.7,15.4,2.9,7.2,2.8,8.2,3.6,4.5,0.6,2.5,3.2,1.2,1.3,0.1,1.5,1.8,17.8
441,440,Carl Jones\carl-jones-2,JR,2011-12,G,Saint Joseph's,A-10,33,1204,36.5,5.3,12.8,3.5,7.4,1.9,5.4,4.5,5.6,0.3,3,3.3,3.3,1.2,0,2.8,1.7,17
442,441,Patrick Richard\patrick-richard-1,SR,2011-12,G,McNeese State,Southland,33,1204,36.5,5.8,14.3,4.2,8.9,1.5,5.4,4.8,6.3,1.9,4.5,6.4,3.3,1.3,0.7,2.4,2.4,17.9
2071,2070,Darryl Partin\darryl-partin-1,SR,2011-12,G,Boston University,AEC,32,1078,33.7,6.8,16.8,4.7,9.8,2.2,6.9,3.8,5.3,1.2,2.8,3.9,1.1,1.1,0.1,3.2,1.7,19.6
469,468,Vincent Council\vincent-council-1,JR,2011-12,G,Providence,Big East,31,1200,38.7,5.9,15.2,5,12,0.9,3.2,3.1,4.5,1,3.1,4.1,7.5,1.3,0.4,3.5,2.4,15.9
2063,2062,Drew Gordon\drew-gordon-1,SR,2011-12,F,New Mexico,MWC,35,1078,30.8,5.4,9.9,5.3,9.9,0.1,0.1,2.9,3.9,3.1,8,11.1,1.2,1.1,1,2.3,2.2,13.7
484,483,Bud Thomas\bud-thomas-1,SO,2011-12,F,Mercer,A-Sun,38,1199,31.6,3.2,6.3,2.4,3.8,0.8,2.5,1.4,2.2,1.2,3.4,4.6,2.1,1.2,0.5,1.9,1.7,8.6
491,490,Dee Bost\dee-bost-1,SR,2011-12,G,Mississippi State,SEC,33,1197,36.3,4.8,12.3,2.5,5.7,2.3,6.6,3.8,5,0.5,2.8,3.3,5.5,2,0.2,3,2.2,15.8
386,385,Matt Gatens\matt-gatens-1,SR,2011-12,G,Iowa,Big Ten,35,1212,34.6,4.9,10.5,2.8,5.3,2.1,5.2,3.2,3.7,1,2.6,3.6,2,1.4,0.2,1.1,1.9,15.2
384,383,Rodney Williams\rodney-williams-3,JR,2011-12,F,Minnesota,Big Ten,38,1213,31.9,4.9,8.6,4.4,7.2,0.4,1.4,2.1,3.5,1.6,3.9,5.6,1.7,1.3,1.4,1.6,2.7,12.2
258,257,Dominique Morrison\dominique-morrison-1,SR,2011-12,F,Oral Roberts,Summit,34,1240,36.5,6.3,13,4.7,9.1,1.6,3.8,5.6,6.7,1,3.3,4.3,1.6,0.8,0.4,1.7,2.9,19.8
2122,2121,Darius Gatson\darius-gatson-1,JR,2011-12,G,Sam Houston State,Southland,32,1075,33.6,2,6.6,1,3.8,1,2.8,1.6,2.5,0.2,2.7,2.9,4.5,1.1,0.1,2.4,2.1,6.7
2177,2176,Michael Culpo\michael-culpo-1,SR,2011-12,G,Long Island University,NEC,34,1072,31.5,3.3,8.6,1.2,3.1,2.1,5.5,0.8,1,0.9,2.3,3.2,1,0.8,0.1,1,1.1,9.4
275,274,Will Barton\will-barton-1,SO,2011-12,G,Memphis,CUSA,35,1236,35.3,6.6,12.9,5.5,9.9,1.1,3.1,3.8,5.1,2,6,8,2.9,1.4,0.7,2.1,2.1,18
2168,2167,Arnett Moultrie\arnett-moultrie-1,JR,2011-12,F,Mississippi State,SEC,30,1073,35.8,6,10.9,5.7,10.3,0.3,0.6,4.1,5.3,3.7,6.8,10.5,1.2,0.8,0.8,2.4,2.2,16.4
292,291,Savalance Townsend\savalance-townsend-1,SR,2011-12,G,Arkansas-Pine Bluff,SWAC,33,1233,37.4,5.2,12.5,4.1,9.4,1.1,3.1,4.7,6.4,1.2,3.5,4.7,3.1,2.2,0.7,3,2.2,16
296,295,John Shurna\john-shurna-1,SR,2011-12,F,Northwestern,Big Ten,33,1232,37.3,6.9,14.9,4,8.4,2.9,6.5,3.3,4.4,1.5,3.9,5.4,2.8,1.2,1.6,1.6,1.7,20
304,303,Darryl Bryant\darryl-bryant-1,SR,2011-12,G,West Virginia,Big East,33,1230,37.3,4.8,13.3,2.6,6.3,2.2,7,5.3,6.7,0.8,2.2,3.1,2.7,1.4,0.1,2.4,2.2,16.9
307,306,Draymond Green\draymond-green-1,SR,2011-12,F,Michigan State,Big Ten,37,1229,33.2,5.7,12.8,4.3,9.1,1.4,3.6,3.4,4.7,2.1,8.5,10.6,3.8,1.5,0.9,3,2.8,16.2
2154,2153,Demitrius Conger\demitrius-conger-1,JR,2011-12,F,St. Bonaventure,A-10,32,1073,33.5,4,7.9,3.1,5.5,0.9,2.4,3.3,4.1,2.8,3.4,6.2,2.3,0.8,0.3,2.2,2.1,12.1
322,321,Jordan Theodore\jordan-theodore-1,SR,2011-12,G,Seton Hall,Big East,34,1227,36.1,5.2,13.3,3.9,9.2,1.3,4.1,4.4,5.4,0.8,2.3,3.1,6.6,1.8,0.1,2.9,2,16.1
342,341,Reggie Moore\reggie-moore-1,JR,2011-12,G,Washington State,Pac-12,37,1222,33,3.1,8.6,2.3,6.3,0.8,2.4,3.2,4.3,0.2,2.5,2.7,5.2,0.9,0.2,2.6,1.8,10.2
345,344,Maurice Jones\maurice-jones-2,SO,2011-12,G,Southern California,Pac-12,32,1221,38.2,4.5,13.3,2.8,7.9,1.6,5.4,2.4,3.7,0.4,2.3,2.7,3.5,1.8,0,2.3,1.6,13
383,382,LaShay Page\lashay-page-1,JR,2011-12,G,Southern Mississippi,CUSA,33,1213,36.8,3.8,10.1,1.6,3.7,2.3,6.5,1.7,2,0.6,2.8,3.4,0.8,0.5,0.1,1.1,1.9,11.6
1909,1908,Dominique Sutton\dominique-sutton-1,SR,2011-12,F,North Carolina Central,MEAC,32,1086,33.9,5.7,9.9,5.7,9.8,0,0.1,5,7.5,2,5.5,7.4,1.7,2.2,0.5,2.6,3.1,16.4
752,751,Brian Williams\brian-williams-8,SO,2011-12,G,Jacksonville State,OVC,33,1167,35.4,5,12.4,3.3,7.3,1.7,5.1,1.5,2.3,0.4,2.5,2.8,3.1,1.3,0.2,1.8,1.8,13.2
1907,1906,Devin Price\devin-price-1,JR,2011-12,G,Marist,MAAC,32,1086,33.9,4.3,11,2.4,5.7,1.9,5.3,3.1,3.9,0.7,2.2,2.8,2.2,1.1,0,2.1,1.4,13.6
1048,1047,Kevin Murphy\kevin-murphy-1,SR,2011-12,G,Tennessee Tech,OVC,33,1139,34.5,7.2,16.3,4.8,10.5,2.4,5.8,3.8,5.2,0.9,4.3,5.2,2.3,0.8,0.2,3.3,2.2,20.6
1359,1358,Paul Crosby\paul-crosby-1,SR,2011-12,C,Mississippi Valley State,SWAC,34,1116,32.8,4.5,11.4,3.4,7.8,1.1,3.6,3.1,4.2,2.6,4.7,7.4,1.6,1.6,0.8,2.5,3.1,13.1
1350,1349,Wil Peters\wil-peters-1,SR,2011-12,G,Tennessee State,OVC,33,1117,33.8,2.4,6.5,1.3,3.1,1.1,3.4,1.5,1.9,0.6,2.3,2.9,3.5,1.2,0.2,2.4,1.7,7.4
1817,1816,Marcus Hooten\marcus-hooten-1,JR,2011-12,G,Arkansas State,Sun Belt,34,1089,32,4.3,11,3.1,7.4,1.2,3.6,2.7,4,0.5,1.9,2.4,1.6,0.6,0,1.9,2.1,12.5
1816,1815,Trae Golden\trae-golden-1,SO,2011-12,G,Tennessee,SEC,34,1089,32,4.1,9.4,2.7,5.6,1.5,3.8,3.8,4.6,0.5,2.5,3,4.5,0.8,0.1,2.9,2,13.6
1656,1655,Chris Smith\chris-smith-4,SR,2011-12,G,Louisville,Big East,40,1099,27.5,3.1,7.6,1.4,3.4,1.7,4.2,1.9,2.6,1,2.6,3.6,1.9,0.9,0,1.1,1.4,9.7
1661,1660,Ryan Evans\ryan-evans-1,JR,2011-12,G,Wisconsin,Big Ten,36,1098,30.5,4.2,9.5,3.9,8.5,0.3,1.1,2.4,3.3,1.7,5.1,6.8,1.6,0.7,0.9,1.6,2.1,11
1664,1663,Charles Hinkle\charles-hinkle-2,SR,2011-12,F,American,Patriot,32,1098,34.3,5.5,13.5,2.8,7.1,2.7,6.3,4.8,5.8,1,4.4,5.4,1.8,0.9,0.4,2.1,2.1,18.4
1031,1030,Dario Hunt\dario-hunt-1,SR,2011-12,F,Nevada,WAC,35,1140,32.6,4.1,8.2,4.1,8.2,0,0,2.1,4.5,3.7,5.9,9.7,1.6,0.9,2.4,2.7,2.8,10.3
1332,1331,Anthony Miles\anthony-miles-1,SR,2011-12,G,Lamar,Southland,35,1118,31.9,4.3,9.8,3.4,7.5,0.8,2.3,5.2,6.3,1,3.7,4.6,4.1,1.7,0,2.3,2.1,14.5
1820,1819,Jonathan Lee\jonathan-lee-3,JR,2011-12,G,Northeastern,CAA,31,1089,35.1,4.9,10.3,3.3,6.5,1.6,3.9,3.2,4.1,0.9,2.9,3.8,3.5,1.5,0.1,3.1,2.4,14.5
983,982,Zack Novak\zack-novak-1,SR,2011-12,G,Michigan,Big Ten,34,1145,33.7,3.2,6.8,1.7,3.1,1.5,3.7,1.2,1.4,1.2,3.3,4.5,1.8,0.8,0.1,1,2.7,9.2
909,908,Ronald Nored\ronald-nored-1,SR,2011-12,G,Butler,Horizon,37,1152,31.1,2,5.5,1.4,3.8,0.5,1.6,3.4,4.8,0.8,3.4,4.2,5.2,1.8,0,2.8,2.5,7.8
1848,1847,J.P. Primm\jp-primm-1,SR,2011-12,G,North Carolina-Asheville,Big South,34,1088,32,4.6,10.8,2.4,4.8,2.2,6,3.9,4.6,0.5,2.8,3.3,4.2,1.9,0.1,2.4,2.5,15.4
1426,1425,Marcus Jordan\marcus-jordan-1,JR,2011-12,G,Central Florida,CUSA,31,1112,35.9,4.2,11.4,2.5,6,1.7,5.5,3.6,5,0.3,2.5,2.7,2.4,0.6,0,1.9,1.2,13.7
1846,1845,Walter Offutt\walter-offutt-1,JR,2011-12,G,Ohio,MAC,37,1088,29.4,4,8.9,2.6,5.1,1.4,3.8,2.9,4.1,1.3,2.3,3.6,1.8,1.5,0.1,1.7,2.5,12.4
1404,1403,Kaylon Williams\kaylon-williams-1,SR,2011-12,G,Milwaukee,Horizon,33,1114,33.8,3.6,9.9,2.3,5.2,1.3,4.6,2.3,3.9,0.5,4.5,5,6.5,1.5,0.1,3.8,2.2,10.8
930,929,Kevin Burwell\kevin-burwell-1,SR,2011-12,G,Mississippi Valley State,SWAC,34,1150,33.8,3,8.8,1.6,4.3,1.4,4.5,2.1,2.7,0.7,2.7,3.4,4.5,1.2,0,2.1,2.4,9.5
980,979,Evan Hymes\evan-hymes-1,FR,2011-12,G,Siena,MAAC,31,1145,36.9,4.3,11.2,2.3,5.7,2,5.5,2.9,3.7,0.3,1.4,1.6,3.7,1.2,0.1,3.4,2.3,13.4
1638,1637,Dominique Buckley\dominique-buckley-1,JR,2011-12,G,Toledo,MAC,36,1099,30.5,3,7.3,1.3,3.2,1.7,4.1,1.9,2.1,0.3,2.4,2.7,2.9,1.4,0.2,2,2.3,9.7
1381,1380,Terrence Jones\terrence-jones-1,SO,2011-12,F,Kentucky,SEC,38,1115,29.3,4.7,9.3,4.2,8,0.4,1.3,2.6,4.2,2.5,4.6,7.2,1.3,1.3,1.8,1.6,2.4,12.3
939,938,C.J. Williams\cj-williams-2,SR,2011-12,G,North Carolina State,ACC,37,1150,31.1,4.3,8.5,3.4,5.9,0.9,2.7,1.1,1.4,1.7,2.1,3.8,1.8,1.1,0.4,1.2,2.4,10.6
950,949,Spencer Dixon\spencer-dixon-1,SR,2011-12,G,Kennesaw State,A-Sun,31,1148,37,4.6,13.2,2.2,6.2,2.4,6.9,1.9,2.6,0.9,1.9,2.8,3.8,1.5,0.1,3,2.1,13.4
1375,1374,Keegan Bell\keegan-bell-1,SR,2011-12,G,Chattanooga,Southern,32,1115,34.8,2.5,8.2,0.9,2.1,1.6,6.1,1.3,1.8,0.5,3,3.5,6.2,1,0,2.8,1.3,7.9
968,967,Scott Martin\scott-martin-1,SR,2011-12,G,Notre Dame,Big East,33,1146,34.7,3.6,9.1,2.7,5.6,0.9,3.5,1.3,2,0.8,4.9,5.7,1.7,0.9,0.4,1.6,2.6,9.5
973,972,Casper Ware\casper-ware-1,SR,2011-12,G,Long Beach State,Big West,34,1146,33.7,5.6,13.9,2.8,6.1,2.8,7.8,3.5,4.4,0.4,2,2.4,3.4,1.4,0.1,2.4,1.9,17.4
1671,1670,Mike Moser\mike-moser-1,SO,2011-12,F,Nevada-Las Vegas,MWC,35,1098,31.4,5.3,11.7,4,7.9,1.3,3.8,2.2,2.9,2.6,7.9,10.5,2.3,1.9,1,2.9,2.7,14
1050,1049,Keiton Page\keiton-page-1,SR,2011-12,G,Oklahoma State,Big 12,32,1139,35.6,5.1,12.3,1.9,4,3.2,8.3,3.6,4.2,0.1,1.7,1.8,2.2,1.5,0,1.6,2.4,17.1
1850,1849,Terrence Ross\terrence-ross-1,SO,2011-12,G,Washington,Pac-12,35,1088,31.1,6.1,13.4,4.1,7.9,2.1,5.5,2.1,2.7,1.4,5.1,6.4,1.4,1.3,0.9,2,2.8,16.4
1782,1781,Samme Givens\samme-givens-1,SR,2011-12,F,Drexel,CAA,36,1091,30.3,4.4,8.4,4.4,8.4,0,0,2.8,3.9,2.8,5,7.9,1.8,0.5,1,2.1,3.2,11.6
1703,1702,Velton Jones\velton-jones-1,JR,2011-12,G,Robert Morris,NEC,37,1096,29.6,4.4,12.4,2.8,7.3,1.6,5,5.6,7.3,0.8,2,2.8,4.5,1.8,0,2.7,2.9,16
1274,1273,Jared Sullinger\jared-sullinger-1,SO,2011-12,F,Ohio State,Big Ten,37,1123,30.4,6.2,11.9,5.7,10.8,0.4,1.1,4.7,6.2,3.1,6.1,9.2,1.2,1.2,1.1,1.9,2.9,17.5
1273,1272,Jesse Sanders\jesse-sanders-1,SR,2011-12,G,Liberty,Big South,32,1123,35.1,3.9,8,3.4,6.6,0.5,1.4,4.2,5.4,2.7,5.1,7.8,8,1.2,0.1,2.8,2,12.5
1191,1190,Austin Rivers\austin-rivers-1,FR,2011-12,G,Duke,ACC,34,1129,33.2,5.1,11.8,3.4,7.1,1.7,4.7,3.6,5.4,0.6,2.8,3.4,2.1,1,0,2.3,2.2,15.5
1263,1262,Cliff Colimon\cliff-colimon-1,SR,2011-12,G,Eastern Washington,Big Sky,32,1123,35.1,5.4,13.4,3.3,7.7,2.1,5.7,3.6,4.4,0.6,3.2,3.8,5,1.6,0.1,3.3,2.7,16.5
1255,1254,Darius Theus\darius-theus-1,JR,2011-12,G,Virginia Commonwealth,CAA,36,1124,31.2,3.3,7.3,2.9,5.6,0.4,1.7,1.5,2.3,0.6,1.6,2.2,4.7,1.9,0.2,2.3,2.5,8.5
1198,1197,Robbie Hummel\robbie-hummel-1,SR,2011-12,F,Purdue,Big Ten,35,1128,32.2,5.5,13.3,3.5,7.9,2.1,5.4,3.2,3.9,1.6,5.6,7.2,1.9,0.7,1.2,0.9,2.1,16.4
1730,1729,Antonio Bostic\antonio-bostic-1,JR,2011-12,G,Stephen F. Austin,Southland,32,1094,34.2,4.4,10.3,3.6,7.4,0.8,2.9,1.7,2.3,0.7,3.3,4,2.8,1.3,0.1,2.3,2.1,11.3
1246,1245,Kyle Fogg\kyle-fogg-1,SR,2011-12,G,Arizona,Pac-12,35,1124,32.1,4,9.5,1.9,4.9,2.1,4.6,3.4,4.3,0.5,3.3,3.7,2.2,1.1,0.4,1.8,2.2,13.5
1722,1721,Quinn McDowell\quinn-mcdowell-1,SR,2011-12,G,William & Mary,CAA,32,1095,34.2,4,10.1,2.2,4.7,1.8,5.4,2.6,3.4,1.1,3.7,4.8,1.6,0.7,0.1,1.5,2.3,12.5
1244,1243,Maurice Barrow\maurice-barrow-1,SO,2011-12,F,Fairfield,MAAC,37,1124,30.4,3.8,7.4,3.8,7.4,0,0,1.8,2.5,2.6,3.5,6,2,1,0.6,2.3,2.1,9.3
1719,1718,Anthony Humpty Hitchens\anthony-humpty-hitchens-1,SR,2011-12,G,James Madison,CAA,30,1095,36.5,5.3,12.5,2.5,5.4,2.7,7,1.6,2.5,0.3,1.9,2.3,3.7,1.3,0,3,2.9,14.9
1686,1685,Marcus Capers\marcus-capers-1,SR,2011-12,G,Washington State,Pac-12,37,1097,29.6,2.1,3.6,2.1,3.5,0,0.1,1.5,2.4,1.6,3.3,4.9,2.2,0.7,0.8,1.5,2.5,5.8
1321,1320,James Johnson\james-johnson-1,SR,2011-12,G,Quinnipiac,NEC,31,1119,36.1,5.6,14.6,3.4,8.5,2.2,6.1,3.2,4.3,0.6,2.6,3.3,3.5,1.3,0.1,2.5,2.4,16.5
1316,1315,Oscar Bellfield\oscar-bellfield-1,SR,2011-12,G,Nevada-Las Vegas,MWC,35,1119,32,3.5,8.9,1.7,3.7,1.9,5.2,0.9,1.1,0.3,1.9,2.3,5.4,1.1,0.3,2.3,1.5,9.8
1678,1677,Kris Walden\kris-walden-1,FR,2011-12,G,Towson,CAA,32,1098,34.3,2.3,7.5,1.6,4.5,0.8,3,1.2,1.5,0.2,2.1,2.3,3.2,1.3,0,4.5,2.8,6.6
1100,1099,Nasir Robinson\nasir-robinson-1,SR,2011-12,F,Pittsburgh,Big East,39,1135,29.1,4.6,8.4,4.6,8.1,0.1,0.3,1.3,2.8,2.8,3.7,6.5,2,0.6,0.2,2.1,2.7,10.6
1311,1310,Darius Johnson-Odom\darius-johnson-odom-1,SR,2011-12,G,Marquette,Big East,34,1120,32.9,6.2,13.8,3.9,7.9,2.3,5.9,3.7,4.9,0.6,2.9,3.5,2.7,0.9,0.1,2.4,2,18.3
1774,1773,T.J. Robinson\tj-robinson-1,SR,2011-12,F,Long Beach State,Big West,34,1092,32.1,4.5,8.6,4.5,8.6,0,0,2.9,4.1,3.4,6.8,10.2,0.8,0.6,0.1,2.1,2.1,12
1299,1298,Hank Thorns\hank-thorns-1,SR,2011-12,G,Texas Christian,MWC,33,1121,34,4.2,11.2,2,5.5,2.2,5.7,2.7,3.6,0.5,2.3,2.8,4.6,1.3,0,3.2,2.5,13.5
1168,1167,Matt Dickey\matt-dickey-1,SR,2011-12,G,North Carolina-Asheville,Big South,34,1130,33.2,4.5,10,2.6,5,1.8,5,5.4,6.2,0.8,2.6,3.3,3.6,1.5,0.1,2.4,2.2,16.1
1287,1286,Jihad Ali\jihad-ali-1,SR,2011-12,F,Georgia State,CAA,34,1121,33,4.8,11.5,3.6,8.1,1.2,3.4,1.7,2.4,1.1,4.9,6,1.4,1.6,0.6,1.4,1.9,12.5
1164,1163,Quincy Acy\quincy-acy-1,SR,2011-12,F,Baylor,Big 12,38,1130,29.7,4.2,7.2,4.1,7.1,0.1,0.1,3.6,4.6,2.6,4.8,7.4,1,0.9,1.8,1.9,3.1,12
1433,1432,Harrison Barnes\harrison-barnes-1,SO,2011-12,F,North Carolina,ACC,38,1111,29.2,6,13.7,4.7,10.1,1.3,3.6,3.7,5.1,1.9,3.3,5.2,1.1,1.1,0.3,1.9,1.8,17.1
1483,1482,Jesse Steele\jesse-steele-1,JR,2011-12,G,Monmouth,NEC,32,1108,34.6,4.3,10.9,2.3,5.4,1.9,5.5,2.1,2.6,0.2,1.8,2,4.2,1.2,0,2.5,1.7,12.6
867,866,Maurice Harkless\maurice-harkless-1,FR,2011-12,G,St. John's (NY),Big East,32,1155,36.1,6,13.3,5.5,10.9,0.5,2.5,2.9,4.3,2.8,5.9,8.6,1.5,1.6,1.4,2.5,2.3,15.5
864,863,Cashmere Wright\cashmere-wright-1,JR,2011-12,G,Cincinnati,Big East,37,1156,31.2,4,9.8,2.3,5.2,1.7,4.6,1.1,1.7,0.8,3,3.8,4.6,2,0.1,2.2,2.2,10.9
1468,1467,Andre Jones\andre-jones-1,SR,2011-12,G,Winthrop,Big South,32,1109,34.7,5.7,13.2,4,8.3,1.7,4.9,3,3.7,0.7,2.5,3.2,1.7,1.2,0.3,2.4,2.1,16
853,852,Jeffery Taylor\jeffery-taylor-1,SR,2011-12,F,Vanderbilt,SEC,36,1157,32.1,5.8,11.8,4,7.5,1.8,4.3,2.6,4.4,2.1,3.4,5.6,1.7,1.3,0.4,2.2,1.9,16.1
852,851,Chase Tapley\chase-tapley-1,JR,2011-12,G,San Diego State,MWC,34,1157,34,5.9,12.9,3.6,7.7,2.3,5.2,1.8,2.4,0.6,3.6,4.3,2.3,1.8,0.4,1.6,1.7,15.8
1875,1874,Andre Roberson\andre-roberson-1,SO,2011-12,F,Colorado,Pac-12,36,1087,30.2,4.1,8.1,3.6,6.7,0.5,1.4,2.8,4.6,3.1,8.1,11.1,1.2,1.3,1.9,1.8,2.4,11.6
844,843,Erving Walker\erving-walker-1,SR,2011-12,G,Florida,SEC,37,1158,31.3,3.6,9.2,1.8,4.1,1.9,5.1,3,3.6,0.5,2.4,2.9,4.6,1,0,2.1,1.5,12.1
1877,1876,Ahmad Starks\ahmad-starks-1,SO,2011-12,G,Oregon State,Pac-12,35,1087,31.1,4.4,11.1,2.1,5,2.3,6.1,1.1,1.2,0.2,2.1,2.3,2.7,1.7,0,1.4,2.1,12.1
1605,1604,Drew Hanlen\drew-hanlen-1,SR,2011-12,G,Belmont,A-Sun,35,1101,31.5,3.3,7.2,0.7,1.6,2.7,5.6,1.4,2,0.6,2.7,3.4,3.9,1.1,0,1.7,1.1,10.8
1480,1479,Mike Moore\mike-moore-1,SR,2011-12,G,Hofstra,CAA,32,1108,34.6,6.3,14.9,3.7,8.4,2.5,6.5,4.9,6,0.7,3.8,4.6,2.1,1.7,0.1,2.9,2.2,19.9
1878,1877,Malik Story\malik-story-1,JR,2011-12,G,Nevada,WAC,35,1087,31.1,4.7,11,2.1,4.5,2.7,6.5,2,2.7,0.3,2.5,2.8,2.3,0.7,0.3,2,1.8,14.1
1491,1490,Ryan Broekhoff\ryan-broekhoff-1,JR,2011-12,G,Valparaiso,Horizon,34,1107,32.6,4.7,9.6,2.8,4.7,1.9,5,3.5,4.4,1.8,6.7,8.5,2.3,1.3,0.6,1.7,2,14.9
1888,1887,Scott Christopherson\scott-christopherson-1,SR,2011-12,G,Iowa State,Big 12,34,1086,31.9,4,9.1,2,4.8,2,4.3,2.7,3,0.2,2.8,3,2.3,0.5,0.1,1.9,1.1,12.6
1596,1595,Stephen Thomas\stephen-thomas-2,SR,2011-12,G,IUPUI,Summit,31,1102,35.5,3.5,9,2.3,5.4,1.3,3.5,2.9,3.4,0.5,2.5,2.9,3.5,1,0.1,1.9,1.6,11.2
1595,1594,Scott Thomas\scott-thomas-1,SR,2011-12,F,Bowling Green State,MAC,32,1102,34.4,4.5,10.3,2.6,5.3,1.8,5,1.5,2.2,1.6,5,6.5,3.2,2.3,0.4,2.3,2.4,12.3
1499,1498,Julian Mavunga\julian-mavunga-1,SR,2011-12,F,Miami (OH),MAC,30,1107,36.9,5,11.3,4.2,8.6,0.8,2.7,5.6,7.6,2.2,6.8,9,3.4,0.9,0.6,4,2.4,16.4
1506,1505,Byron Wesley\byron-wesley-1,FR,2011-12,G,Southern California,Pac-12,32,1107,34.6,4.1,9.9,4,9.7,0,0.3,1.4,2.8,0.9,4.2,5.1,1.8,0.8,0.3,2,1.5,9.6
818,817,C.J. McCollum\cj-mccollum-1,JR,2011-12,G,Lehigh,Patriot,35,1160,33.1,7.3,16.4,5.5,11.3,1.7,5,5.7,7,1.4,5.1,6.5,3.5,2.6,0.5,2.3,2.1,21.9
